Country or area/ISO code,Company Code,Contact
67547 WORMS,,Fax: +49 6241 848 812
,,E-mail: stefikos.alexandros@ewr-netz.de
FaciliCom International Germany,FCI,Andreas Huenig
Windmühlstr. 1,,Tel: +49 69 310 890
D-60329 FRANKFURT,,Fax: +49 69 310 89111
FairNetz GmbH,FNETRT,Mr Erwin Romeser
Hauffstrasse 89,,Tel.: +49 7121 5823250
72762 REUTLINGEN,,Fax: +49 7121 5823114
,,E-mail: erwin.romeser@fairnetzgmbh.de
"FAKS, Frankfurter Antennen- und Kommunikationsservice GmbH",TCFAKS,Mr Andreas Gaertig
Karl-Marx-Strasse 193,,Tel: +49 341 60 952 445
15230 FRANKFURT (Oder),,Fax: +49 341 60 952 903
,,E-mail: andreas.gaertig@pyur.com
Felkatec Software GmbH & Co.KG,FELKAT,Mr Benedikt Richter
Friedrichstrasse 7,,Tel: +49 9092 211932
86709 WOLFERSTADT,,Fax: +49 9092 911068
,,E-mail: portierung@felkatec.de
Filiago GmbH & Co.KG,FILIAG,Mr. Andre Mueller
Hamburger Strasse 19,,Tel: +49 4551 90880 19
23795 BAD SEGEBERG,,Fax: +49 4551 90880 20
,,E-mail: support@filiago.net
First Communication GmbH,FIRSTC,Mrs Valentina Elsaesser
Lyoner Strasse 15,,Tel.: +49 69 65006 550
60528 FRANKFURT,,Fax: +49 69 65006 559
,,E-mail : valentina.elsaesser@first-telecom.de
First Telecom GmbH,FIRSTT,Mrs Valentina Elsaesser
Lyoner Strasse 15,,Tel.: +49 69 65006 550
60528 FRANKFURT,,Fax: +49 69 65006 559
,,E-mail : valentina.elsaesser@first-telecom.de
Flatphone GmbH,FLP,Tel: +49 6051 91441 10
Am Spielacker 18 A,,Fax: +49 6051 91441 10
63571 GELNHAUSEN,,E-mail: info@flatphone.de
FLINK GmbH,FLINK,Mr. Sven Geiger
Gewerbepark 18,,Tel: +49 4535 27999 27
49143 BISSENDORF,,Fax: +49 4535 27999 90
,,E-mail: sven.geiger@deutsche-glasfaser.de
FNOH-DSL Südheide GmbH,FNOH,Mr Marc Blechschmidt
Alte Bahnhofstrasse 28,,Tel: +49 5147 3089900
31311 UETZE,,Fax: +49 5147 3089903
,,E-mail: support@fnoh.de
foncloud GmbH & Co.KG,FCLOUD,Mr Peter Krug
Hahlweg 2a,,Tel: +49 661 968990 00
36093 KUENZELL,,Fax: +49 661 968990 98
,,E-mail: support@foncloud.net
fonial GmbH,FONIAL,Mr Wolfram Lueders
Venioer Str. 47-53,,Tel: +49 22166951100
50672 KOELN,,Fax: +49 22166951199
,,E-mail: info@fonial.de
FPS InformationsSysteme GmbH,FPS,Tel: +49 9729 90799 0
Weyererstrasse 7 - 8,,Fax: +49 9729 90799 69
97508 GRETTSTADT,,E-mail: info@fps.de
Francotyp-Postalia Vertrieb und Service GmbH,FPVSG,Mrs Lieselotte Schuler
Prenzlauer Promenade 28,,Tel: +49 30 220660 324
13089 BERLIN,,Fax: +49 30 220660 389
,,E-mail: l.schuler@francotyp.com
Freenet Datenkommunikations GmbH,FDKNET,Tel: +49 211 53087 100
Deelboegenkamp 4 c,,Fax: +49 211 53087 111
22297 HAMBURG,,E-mail: service@freenet-business.de
Freikom GmbH,FREIKM,Mr Stefan Frech
Augsburger Weg 19 a,,Tel: +49 4841 964990 0
25813 SCHWESING,,Fax: +49 4841 964990 49
,,E-mail: immeronline@freikom.net
Gabikom UG (haftungsbeschraenkt),GABI,Mr. Joern Dost
Frankenwerft 1,,Tel: +49 221 1657 7253
50667 COLOGNE,,Fax: +49 221 1653 7272
,,E-mail: voice@dt-internet.de
GBC Kommunikationssysteme GmbH,GBCNGN,Mr Ingo Goebel
Leibnizstrasse 2,,Tel: +49 7631 172293
79379 MUELLHEIM,,Fax: +49 7631 172294
,,E-mail: ingo.goebel@gbc-systeme.de
geitnerELEKTRONIK GmbH,GEITHN,Mrs Kathrin Weisse
Gruene Strasse 1,,Tel.: +49 34223 40489
04880 DOMMITZSCH,,E-mail : geithnerelektronik@t-online.de
GELSEN-NET Kommunikationsgesellschaft mbH,GELNET,Mr. Roman Niewerth
Horster Strasse 119,,Tel: +49 209 702 2239
45897 GELSENKIRCHEN,,Fax: +49 209 702 2100
,,E-mail: roman.niewerth@gelsen-net.de
Gemeindewerke Hohenwestedt GmbH,GWH014,Mrs. I. Schmidt
Am Gaswerk 8,,Tel: +49 4871 7687 0
24594 Hohenwestedt,,Fax: +49 4871 7687 19
,,E-mail: i.schmidt@gemeindewerkehohenwestedt.de
Gemeindewerke Hohenwestedt GmbH,GWH100,Mr Tim Petersen
Am Gaswerk 8,,Tel: +49 4871 7687 24
24594 HOHENWESTEDT,,Fax: +49 4871 7687 19
,,E-mail: t.petersen@gemeindewerke-hohenwestedt.de
Gemeindewerke Nümbrecht GmbH,LUZIE,Mrs Karina Tuttlies
Schulstrasse 4,,Tel.: +49 2293 9113 14
51588 NUEMBRECHT,,Fax: +49 2293 9113 55
,,E-mail: tuttlies@gwn24.de
Georg Kröber,SIPSAL,Mr Georg Kröber
WEBSERVICE,,Tel: +49 971 7852 6638
Rodenbergweg 2,,Fax: +49 971 7852 6639
97688 BAD KISSINGEN,,E-mail: support@sipsale.de
Gesellschaft für Digitale Werte mbH,GEDIWE,Mr Heiner Ohm
In der Marsch 12 a,,Tel: +49 4131 7895350
21339 LUENEBURG,,E-mail: ho@digitale-werte.com
GETEC media AG,GMESYN,Mr Goetz Bittner
Albert-Vater-Strasse 50,,Tel: +49 391 50860 611
39108 MAGDEBURG,,Fax: +49 391 50860 699
,,E-mail: goetz.bittner@getec.de
Getinternet GmbH,GETTEL,Mr Marc Gutzeit
Steindorfstrasse 2,,Tel: +49 5032 8942 432
80538 MUNICH,,Fax: +49 5032 8942 440
,,E-mail: gutzeit@getinternet.de
getSolve IT GmbH,GSNET,Mr Oliver Timm
Neufeldtstr. 6,,Tel.: +49 431 799449-0
24118 KIEL,,Fax: +49 431 799449-19
,,E-mail :info@getsolve-it.de
GGEW net GmbH,11NET6,Mr. Uwe Saenger
Dammstrasse 68,,Tel: +49 6251 1301 499
64625 Bensheim,,Fax: +49 6251 1301 590
,,E-mail: info@ggew-net.de
GlasCom Salzlandkreis GmbH,GLASC1,Mr Friedrich Huelsenbeck
Am Druschplatz 14,,Tel: +49 39291 745300
39443 STASSFURT,,Fax: +49 39291 745310
,,E-mail: f.huelsenbeck@e-ms.de
Glasfaser Hengersberg GmbH,GFHENG,Mrs Edith Herboeck
Passauer Strasse 1,,Tel: +49 9901 9308 80
94491 HENGERSBERG,,Fax: +49 9901 9308 50
,,E-mail: info@glasfaser-hengersberg.de
Global Village GmbH,GLOBAL,Mr Elmar Germann
Mehrumer Strasse 16,,Tel: +49 2855 9651 0
46562 VOERDE,,Fax: +49 2855 9651 110
,,E-mail: germann@globvill.de
globalcarrier telecom GmbH,GC2005,Mr Jochen Werner
Hauptstrasse 22 b,,Tel: +49 6664 5519 8020
36381 SCHLUECHTERN,,Fax: +49 6664 5519 8011
,,E-mail: jochen.werner@globalcarrier.de
Globalways AG,GWXS,Mr. Matthias Kunz
Neue Bruecke 8,,Tel: +49 711 25290 324
70173 STUTTGART,,Fax: +49 711 25290 180
,,E-mail: matthias.kunz@globalways.net
GmuendCOM GmbH,GDCOM,Mr Dirk Jentzsch
Buergerstrasse 5,,Tel: +49 7171104160
73525 SCHWAEBISCH GMUEND,,Fax: +49 7171104162146
,,E-mail: dirk.jentzsch@ropa.de
gnTel GmbH,GNTEL1,Mr Patrick Schmitz
Stadttor 1,,Tel: +49 211 36876100
40219 DUESSELDORF,,Fax: +49 211 36876101
,,E-mail: p.schmitz@gntel.de
GoeTel GmbH,GTEL,Mr Andre Heckmann
Weender Landstrasse 59,,Tel: +49 551 38488 0
37075 Goettingen,,Fax: +49 551 38488 88
,,E-mail: info@goetel.net
GP-Elektronik,GPISP,Mr Klemens Pohl
Inh. Klemens Pohl e.K,,Tel: +49 37423 48972
Elsterstrasse 22,,Fax: +49 37423 48982
08626 ADORF,,E-mail: info@gpelektronik.de
gustav internet GmbH & Co.KG,GUSTAV,Tel: +49 511 9999 8040
Landwehrstrasse 76,,Fax: +49 511 9999 8041
30519 HANNOVER,,E-mail: icc@gustavinternet.de
GVG Glasfaser GmbH,GVG,Mr. Klaus Leckelt
Schwedendamm 16,,Tel: +49 431 90 7004 20
D-24143 KIEL,,Fax: +49 431 90 7004 99
,,E-mail: klaus.leckelt@glasfaser.co
GWHtel GmbH & Co.KG,GWHTEL,Mrs. Gesche Richter
Ostereschweg 9,,Tel: +49 4104 4907 150
25469 HALSTENBEK,,Fax: +49 4101 4907 8150
,,E-mail: g.richter@gwh-halstenbek.de
GWS Stadtwerke Hameln GmbH,GWSHAM,Mrs Susanne Treptow
Hafenstrasse 14,,Tel: +49 5151 788 208
31785 HAMELN,,Fax: +49 5151 788 120
,,E-mail: treptow@gws.de
Harmatec GmbH,HRMTEC,Mr Fatih Harmanli
Kaiserdamm 11,,Tel.: +49 30 6128 6655
14057 BERLIN,,Fax: +49 30 6128 6171
,,E-mail : info@harmatecit.de
Heike Keim,KENS34,Mr Stefan Keim
Keim - Elektronik,,Tel.: +49 6693 919081
Landsburger Strasse 4,,Fax: +49 6693 919082
34599 NEUENTAL,,E-mail : info@keim-elektronik.de
HeLi NET Telekommunikation GmbH & Co.KG,HELI01,Mr. Markus Huesken
Hafenstrasse 80 - 82,,Tel: +49 2381 8744 101
59067 HAMM,,Fax: +49 2381 8744 651
,,E-mail: huesken@helinet.de
Herbst Datentechnik GmbH,HERBST,Mr Robert Schwanitz
Philippistrasse 10,,Tel.: +49 30 788 90 530
14059 BERLIN,,Fax: +49 30 788 90 559
,,E-mail : support@herbst.de
Herzo Media GmbH & Co. KG,HERZO,Mr. Jürgen Mundt
Schießhausstraße 9,,Tel: +49 9132 904 800
91074 HERZOGENAURACH,,Fax: +49 9132 904 809
,,E-mail: juergen.mundt@herzomedia.de
HessenKom GmbH & Co.KG,HESKOM,Mr Peer Kohlstetter
Die Weidenbach 6,,Tel.: +49 6047 987718
63674 ALTENSTADT,,Fax: +49 6047 987719
,,E-mail : kohlstetter@hessenkom.de
HFO Home GmbH,HOME,Tel: +49 9281 1448 100
Bahnhofstrasse 18,,Fax: +49 9281 1448 222
95028 HOF,,E-mail: home@hfo-telecom.de
HFO Telecom Vertriebs GmbH,HFO,Mrs. Stefanie Krause
Bahnhofstrasse 18,,Tel: +49 9281 1448 100
95028 Hof,,Fax: +49 9281 1448 123
,,E-mail: krause@hfo-telecom.de
Hightel GmbH,INNO1,Mr Guido Hoersken
Vestische Strasse 165,,Tel: +49 208 970429 16
46117 OBERHAUSEN,,Fax: +49 208 970429 29
,,E-mail: guido.hoersken@hightel.de
HLKomm Telekommunikations GmbH,HLK,Mr. Werner Rahn
Nonnenmuehlgasse 1,,Tel: +49 341 8697 126
04107 LEIPZIG,,Fax: +49 341 35590122
,,E-mail: werner.rahn@hlkomm.de
HNS UG,HNS,Mr. Philipp Hoffmann
Eckenerstrasse 2,,Tel: +49 211 95263 100
45470 MUEHLHEIM/ RUHR,,Fax: +49 211 95263 111
,,E-mail: philip.hoffmann@hns-telecom.de
hochrheinNET GmbH,HRN,Mr Francesco Lucia
Gemeindezentrum 1,,Tel: +49 7741 606770
79790 KUESSABERG,,Fax: +49 7741 606841
,,E-mail: info@hochrheinnet.de
Hofmeir Media GmbH,BELSIP,Mr. Stefan Hofmeir
Kranzhornstrasse 3,,Tel: +49 89 48951048
81825 MUNCHEN,,Fax: +49 89 4487505
,,E-mail: portierung@bellsip.com
Hofnetz und IT Services GmbH,HOFNET,Tel: +49 30 440123 166
Geneststrasse 5,,Fax: +49 30 440123 299
10829 BERLIN,,E-mail: portierung@hofnetz.de
Hotzone GmbH,HOTZON,Mr Holger Boehm
Oberer Mainkai 1,,Tel: +49 30 916845 10
97070 WUERZBURG,,Fax: +49 30 916845 11
,,E-mail: info@hotzone.de
HSE Medianet GmbH,HMN,Peter Stumpf
Frankfurter Strasse 100,,Tel: +49 6151 709 3450
D-64293 DARMSTADT,,Fax: +49 6151 709 3453
,,E-mail: peter.stumpf@hse-medianet.de
HT Experts GmbH Business Solution,HTEBSI,Mr. Azdine Lamrabet
Wilhelm-Theodor-Roemheld-Strasse 14,,Tel: +49 6131 923535
55130 Mainz,,Fax: +49 6131 921100
,,E-mail: info@telecall24.de
HT Kommunikation GmbH & Co.KG,HTKOM,Tel: +49 7802 70407 0
Raiffeisenstrasse 5,,Fax: +49 7802 70407 29
77704 OBERKIRCH,,E-mail: portierung@ht-kommunikation.de
htp GmbH,HTP,Mr. Stefan Wald
Mailaender Strasse 2,,Tel: +49 511 6000 4115
30539 Hannover,,Fax: +49 511 6000 4199
,,E-mail: s.wald@htp.net
Hughes Network Systems GmbH,HUGHES,Mr David Cant
Ottostrasse 9,,Tel.: +44 1908 425 316
64347 GRIESHEIM,,Fax: +44 1908 425 301
,,E-mail : d.cant@hugheseurope.com
hugo internet GmbH & Co.KG,HUGO,Tel: +49 511 9999 8040
Landwehrstrasse 76,,Fax: +49 511 9999 8041
30519 HANNOVER,,E-mail: icc@hugointernet.de
iks informations- und kommunikations Systeme GmbH,IKSYS,Mr Markus Backes
Heiligkreuzstrasse 2 - 4,,Tel: +49 6876 990000
66709 WEISKIRCHEN,,Fax: +49 6876 1501
,,E-mail: info@iks-computer.de
Ilm-Provider UG (haftungsbeschraenkt),IP,Mr. Christian Knoefel
Marienstrasse 2,,Tel: +49 3677 8929999
98693 Martinroda,,Fax: +49 3677 6896804
,,E-mail: info@ilm-provider.de
imos Gesellschaft für Internet-Marketing und Online-Services mbH,IMOS,Mr Alfred Wallender
Alfons-Feifel-Strasse 9,,Tel: +49 7161 93339 327
73037 GOEPPINGEN,,Fax: +49 7161 93339 99
,,E-mail: aw@imos.net
INCAS GmbH,INCAS,Mr Roland Janke
Europark Fichtenhain A 15,,Tel: +49 2151 6201221
47807 KREFELD,,Fax: +49 2151 6201010
,,E-mail: info@incas.de
I-Netpartner GmbH Online Services,INETP,Mr Hans-Peter Straub
Fraunhoferstrasse 4,,Tel: +49 7161 98499 55
73037 GOEPPINGEN,,Fax: +49 7161 98499 56
,,E-mail: technik@i-netpartner.de
inexio Informationstechnologie und,INEXIO,Tel: +49 6831 5030 0
Telekommunikation KGaA,,Fax: +49 6831 5030 120
Am Saaraltarm 1,,E-mail: info@inexio.de
66740 SAARLOUIS,,
ingenia digitale Netze GmbH,INGDIG,Mr Steffen Boegner
Seckendorffallee 19 - 21,,Tel: +49 7954 92690 22
74564 CRAILSHEIM,,Fax: +49 7954 92690 11
,,E-mail: s.boegner@ingenia-digital.de
Innofactory GmbH,LNET,Mr Kevin Baier CTO
Agathastr. 63,,Tel: +49 27219459434
D-57368 LENNESTADT,,Fax: +49 2721983720
,,E-mail: KBaier@innofactory.de
inopla GmbH,INOPLA,Tel: +49 211 36764000
Reisholzer Werftstrasse 31,,Fax: +49 211 36764010
40589 DÜSSELDORF,,E-mail: kontakt@inopla.de
InSysCo Datensysteme GmbH,INSYSC,Mr Alexander Langen
Nürburgring Boulevard 2,,Tel: +49 2691 45997 90
53520 NÜRBURG,,Fax: +49 2691 45997 99
,,E-mail: alangen@insysco.de
IN-telegence GmbH,D22221,Mr. Frank Mohr
Oskar-Jaeger-Strasse 125,,Tel: +49 221 26015 219
50825 Cologne,,E-mail: fm@in-telegence.net
Inter.net Germany GmbH,INET42,Mr Christian Röhl
Knesebeckstr. 59-61,,Tel: +49 30 25430 301
10719 BERLIN,,Fax: +49 30 25430 499
,,E-mail: itu@de.inter.net
Intercross Deutschland GmbH,ICROSS,Horst Heider
Industriestr. 48,,Tel: +49 6104 406 120
D-63150 HEUSENSTAMM,,Fax: +49 6104 406 100
,,E-mail: hheider@intercross-germany.de
intersaar GmbH,INTERS,Mr Volker Musebrink
Heinrich-Barth-Strasse 23,,Tel: +49 681 94819 0
66115 SAARBRÜCKEN,,Fax: +49 681 94819 88
,,E-mail: noc@intersaar.net
ip-fabric GmbH,IPF,Mr Martin Born
Oetztaler Strasse 1,,Tel: +49 89 21231900
81373 MUNICH,,Fax: +49 89 21231901
,,E-mail: portierung@ip-fabric.net
itelco-consult GmbH,ITELCO,Mr. Ulf Krueger
Rosa-Luxemburg-Strasse 14,,Tel: +49 381 444380130
18055 ROSTOCK,,Fax: +49 381 444380112
,,E-mail: info@itelco-consult.de
ITENOS GmbH,ITENOS,Mr Martin Haeussler
Lievelingsweg 125,,Tel.: +49 228 7293 4370
53119 BONN,,Fax: +49 228 7293 94370
,,E-mail: martin.haeussler@itenos.de
ITS AG,63773,Mr Daniel Schrod
Dammer Weg 37,,Tel: +49 6021 49649 0
63773 GOLDBACH,,Fax: +49 6021 49649 999
,,E-mail: info@its-gruppe.de
Jens Dreiheller – Lodaya Technologies,LODAYA,Mr Jens Dreiheller
Hofer Strasse 32 A,,Tel: +49 3222 2132461
91056 ERLANGEN,,Fax: +49 3222 2133859
,,E-mail: info@lodaya.net
Jonny Rönnefahrt,CHONOC,Mr Jonny Roennefahrt
Chono Gruppe Deutschland,,Tel.: +49 351 8472 1996
Leipziger Strasse 276,,Fax: +49 351 8472 1997
01139 DRESDEN,,E-mail : jonny-roennefahrt@chono.de
Kabel + Satellit Bergen Kommunikationstechnik GmbH,KASAT,Mr Daniel Hoffmann
Tilzower Weg 32,,Tel: +49 3838 20103 131
18528 BERGEN,,Fax: +49 3838 20103 109
,,E-mail: daniel.hoffmann@kabelsat.net
Kabel BW GmbH,KBW,Mr. Jan Dombrowski
Aachener Strasse 746 - 750,,Tel: + 49 221 8462 5182
50933 Cologne,,Fax: + 49 221 8462 5960
,,E-mail: jan.dombrowski@umkbw.de
Kabel Deutschland Vertrieb & Service GmbH,KDVS,Mr. Christopher Hasenkamp
Betastrasse 6-8,,Tel: +49 89 960 10 181
85774 Unterföhring,,Fax: +49 89 960 10 870
,,E-mail: christopher.hasenkamp1@kabeldeutschland.de
Kabelcom Rheinhessen GmbH,TCKABE,Mr Andreas Gaertig
Dieselstrasse 1,,Tel: +49 341 60 952 445
85774 UNTERFOEHRING,,Fax: +49 341 60 952 903
,,E-mail: andreas.gaertig@pyur.com
Kabelfernsehen Muenchen Servicenter GmbH,TCKMSG,Mr Andreas Gaertig
& Co. KG,,Tel: +49 341 60 952 445
Medienallee 24,,Fax: +49 341 60 952 903
85774 UNTERFOEHRING,,E-mail: andreas.gaertig@pyur.com
Kabel-TV-Binz GmbH & Co.KG,TVBINZ,Mr. A. Padur
Duenenstrasse 34 A,,Tel: +49 38393 402770
18609 BINZ,,Fax: +49 38393 402771
,,E-mail: padur@kabel-tv-binz.de
KADSOFT Computer GmbH,WOAFTL,Mr. Winfried Droll
Poisentalstrasse 112,,Tel: +49 351 6472 404
01705 Freital,,Fax: +49 351 6472 443
,,E-mail: support@weboverair.de
Kadsoft Computer GmbH Freital,KSNET,Mr Winfried Droll
Poisentalstrasse 112,,Tel: +49 351 2124 9110
01705 FREITAL,,Fax: +49 351 6472 443
,,E-mail: vdsl@ksnet.de
KAEMI GmbH,KAEMIX,Mrs Anna Steffens
Prinzessinnenstrasse 19 - 20,,Tel.: +49 30 3642878 21
10969 BERLIN,,Fax: +49 30 3642878 99
,,E-mail : portierungen@kaemi.io
Kai Rottleb,KNTI,Mr. Kai Rottleb
KNT Internet,,Tel: +49 36201 61055
Riethnordhaeuserstrasse 71,,Fax: +49 36201 249890
99189 HASSLEBEN,,E-mail: kai.rottleb@gmail.com
KDD-Conos AG,KDDCON,Rolf Diederichs
Lievelingsweg 125,,Tel: +49 228 9829 819
D-53119 BONN,,Fax: +49 228 9829 899
,,E-mail: rolf.diederichs@conos-ag.de
Kecht und Guggenbichler GbR,RUHNET,Tel: +49 8663 7809888
RuhNet,,Fax: +49 8663 7809889
Zell 40,,E-mail: kontakt@ruhnet.org
83324 RUHPOLDING,,
KEVAG Telekom GmbH,KEVAG,Mr. Markus Gerhards
Cusanusstrasse 7,,Tel: +49 261 20162 304
56073 Koblenz,,Fax: +49 261 20162 25100
,,E-mail: mgerhards@kevag-telekom.de
Kielnet GmbH,KIEL43,Gberhard Schmidt
Postfach 4160,,Tel: +49 431 2219 000
D-24100 KIEL,,Fax: +49 431 2219 001
,,E-mail: e.schmidt@kielnet.de
KKG Kabelkommunikation Guestrow GmbH,TCKKGG,Mr Andreas Gaertig
Goldberger Str. 13,,Tel: +49 341 60 952 445
18273 GUESTROW,,Fax: +49 341 60 952 903
,,E-mail: andreas.gaertig@pyur.com
K-net Telekommunikation GmbH,KNET,Tel: +49 631 3160 800
Barbarossastrasse 64,,Fax: +49 631 3160 822
67655 KAISERSLAUTERN,,E-mail: info@k-net-gmbh.de
KNÖV-NetT (Breitband) GmbH & Co.KG,KNOEV,Mr. Martin Schoelermann
Bahnhofstrasse 13,,Tel: +49 4322 6977 16
24582 BORDESHOLM,,Fax: +49 4322 6977 63
,,E-mail:
,,martin.schoelermann@vb-bordesholm-gmbh.de
KomMITT - Ratingen GmbH,KOMMIT,Mr. Peter Thulke
Kaiserswerther Strasse 85,,Tel: +49 2102 48 280- 60
40878 RATINGEN,,Fax: +49 2102 48 280 -99
,,E-mail: peter.thulke@kommitt.de
komro GmbH,KOMRO,Tel: +49 8031 3652 418
Am Innreit 2,,Fax: +49 8031 3652 864
83022 Rosenheim,,E-mail: info@komro.net
KomTel (Gessellschaft für,KOMTEL,Gerd Jürgensen
Kommunikations und,,Tel: +49 909 0085
informationsdienste mbG,,Fax: +49 909 0031
Nordemarkt 1,,E-mail: gerd.juergensen@komtel.net
D-24937 FLENSBURG,,
KSP-Kabelservice Prenzlau GmbH,KSP01,Mr Andreas Gaertig
Freyschmidtstrasse 20,,Tel: +49 341 60952 445
17291 PRENZLAU,,Fax: +49 341 60952 903
,,E-mail: andreas.gaertig@telecolumbus.de
KurpfalzTEL Gesellschaft für Telekommunikation mbH,KPTEL,Mr Erdinc Bozal
Eschenweg 6,,Tel: +49 6227 1715 0
68789 ST. LEON - ROT,,Fax: +49 6227 1715 99
,,E-mail: support@kurpfalztel.net
LEW Telnet GmbH,LEWTN,Mr. Leonhard Bader
Oskar-von-Miller-Strasse 1 B,,Tel: +49 821 328 4062
86356 Neusaess,,Fax: +49 821 328 1440
,,E-mail: leonhard.bader@lewtelnet.de
Lightup Network Solutions GmbH & Co.KG,LNS,Mr. Markus Stalder
Wiesenhuettenplatz 26,,Tel: +49 69 9624456 0
60329 FRANKFURT,,Fax: +49 69 9624456 20
,,E-mail: info@lightupnet.de
LKG Lausitzer Kabelbetriebsgesellschaft mbH,LKGMBH,Mr Andreas Paul
Am Buergerhaus 7,,Tel: +49 3574 8695512
01979 LAUCHHAMMER,,Fax: +49 3574 493068
,,E-mail: andreas.paul@lks-lauchhammer.de
Lothar Heuer & Andreas Sack,HUSWR,Mr Andreas Sack
Kirchstrasse 21,,Tel: +49 3943 6695101
38855 WERNIGERODE,,Fax: +49 3943 905056
,,E-mail: sack@heuer-und-sack.de
LüneCom Kommunikationslösungen GmbH,LC1995,Mr Michael Mollenhauer
Volgerstrasse 4,,Tel: +49 4131 78964 18
21335 LUENEBURG,,Fax: +49 4131 78964 25
,,E-mail: mm@luenecom.de
Luxembourg Online S.A.,DEULOL,Mr Remi Bianchi
"14, avenue du X Septembre",,Tel.: +352 4525 6440
L-2550 LUXEMBOURG,,Fax: +352 4593 34
Luxembourg,,E-mail : network@online.lu
LWLcom GmbH,LWLCOM,Mr Simon Frerichs
Ladestrasse 35a,,Tel.: +49 421 9888878
28197 BREMEN,,Fax: +49 421 9888899
,,E-mail: support@lwlcom.com
m3connect GmbH,M3CON,Mr Roland Heinen
Friedlandstrasse 18,,Tel.: +49 241 980986 0
52064 AACHEN,,Fax: +49 241 980986 90
,,E-mail : r.heinen@m3connect.de
MAINGAU Energie GmbH,MEGTK,Mr Dominik Habig
Ringstrasse 4 - 6,,Tel.: +49 6104 9519 2049
63179 OBERTSHAUSEN,,E-mail : dominik.habig@maingau-energie.de
Mandala Internet EDV-Service GmbH,GERWMA,Mr Manfred Blum
Wendenring 1,,Tel: +49 531 3489 0
38114 BRAUNSCHWEIG,,Fax: +49 531 3489 500
,,E-mail: support@mandala.de
MANGO OFFICE GmbH,MANGO,Mr Alexander Fischmann
Unter den Linden 39,,Tel.: +49 30 34044330
10117 BERLIN,,Fax: +49 30 34044330
,,E-mail : a.fischmann@mango-office.com
Manuel Kretschmar,SLDC,Mr Manuel Kretschmar
Speedloc Datacenter,,Tel: +49 35822 61360
Karl-Marx-Strasse 13/14,,Fax: +49 1805 020225271
02827 GOERLITZ,,E-mail: kontakt@speedloc.de
Marc Milde,MILDE,Mr Marc Milde
Milde Software Solutions,,Tel: +49 6074 881234
Dieburger Strasse 2,,Fax: +49 6074 881235
63322 ROEDERMARK,,E-mail: info@milde.de
Marc Pauls,ACDS,Mr Marc Pauls
Alphacron Datensysteme,,Tel: +49 36202 759994
Wandersleber Strasse 1 a,,Fax: +49 36202 759997
99192 NESSE-APFELSTAEDT,,E-mail: portierungen@alphacron.de
Marco Bungalski GmbH,TMNET,Mr Marco Bungalski
Traversale 5,,Tel: +49 4231 776999-22
27283 VERDEN,,Fax: +49 4231 7769998
,,E-mail: marco@bungalski.de
Markus Jobst,JOBSTD,Mr Markus Jobst
JOBST DSL,,Tel: +49 9621 487666
Bayreuther Strasse 33,,Fax: +49 9621 487679
92224 AMBERG,,E-mail: info@jobst-dsl.de
Markus Plischke,QMEXDE,Mr Markus Plischke
Q-MEX Networks,,Tel: +49 4202 953580
Grenzstrasse 4,,Fax: +49 4202 953581
28832 ACHIM,,E-mail: info@q-mex.net
Markus Seemann,MYNET,Mr Markus Seemann
my-netphone,,Tel.: +49 8034 7096030
Wiesenweg 2,,Fax: +49 8034 7096031
83098 BRANNENBURG,,Email: manfred.dohmen@enghouse.com
Marten Beckel,WDSLOL,Mr Marten Beckel
WDSL-Oberlausitz,,Tel: +49 35873 369986
Niedere Dorfstrasse 5,,Fax: +49 35873 36879
02747 STRAHWALDE,,E-mail: info@wdsl-ol.de
Martens Deutsche Telekabel GmbH,MART,Mr Andreas Gaertig
Papenreye 31,,Tel: +49 341 60952 445
22453 HAMBURG,,Fax: +49 341 60952 903
,,E-mail: andreas.gaertig@telecolumbus.de
matelso GmbH,MATELS,Mr Markus Weiler
Heilbronner Strasse 150,,Tel: +49 711 21843140
70191 STUTTGART,,Fax: +49 1805 07070678
,,E-mail: noc@matelso.de
MCN Telekommunikacios,MCNTEL,Mr Anton Parshin
Szolgaltato Kortlatolt Feleloesegue Tarsasag,,Tel.: +49 69 8039 4999 ext 510
Kemenes utca 8,,Fax: +49 69 8039 4994
1114 BUDAPEST,,E-mail : anton.parshin@mcntelecom.com
Hungary,,
MDCC Magdeburg-City-Com GmbH,MDCC01,Mr. Stephan Jahnel
Weitlingstrasse 22,,Tel: +49 391 587 4360
39104 Magdeburg,,Fax: +49 391 587 4001
,,E-mail: jahnel@mdcc.de
MDDSL Mitteldeutsche Gesellschaft für,MDDSL,Tel: +49 391 6366708
Kommunikation mbH,,Fax: +49 391 5334499
Carnotstrasse 33,,E-mail: info@mddsl.eu
39120 MAGDEBURG,,
MEDIACOM Kabelservice GmbH,TCMEDI,Mr Andreas Gaertig
Dieselstrasse 1,,Fax: +49 341 60 952 903
85774 UNTERFOEHRING,,Tel: +49 341 60 952 445
,,E-mail: andreas.gaertig@pyur.com
Median Telecom GmbH,MEDIAN,Mr Norbert Falkenberg
Ruhrstrasse 91,,Tel: +49 2302 438993 20
58452 WITTEN,,Fax: +49 2302 438993 21
,,E-mail: norbert.falkenberg@median-telecom.de
Mediaport GmbH,CSURF,Mr Marcel Gondolf
Medienallee 24,,Tel: +49 8995083327
